,raw,kk,normalized-stress,minopt,sheppard,sheppardscale,ratios,kruskal
grafo2098,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2102,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2109,"['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['sfdp', 'stress', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo2111,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo2114,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2120,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['sfdp', 'stress', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2124,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo2128,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2133,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'neato', 'twopi', 'tsnet', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']"
grafo2134,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['sfdp', 'neato', 'stress', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo214,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']"
grafo2155,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2162,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo2163,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2167,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo2172,"['stress', 'random', 'tsnet', 'sfdp', 'twopi', 'neato']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2189,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2192,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo220,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'twopi', 'neato', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2205,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2209,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2215,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2222,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo2230,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']","['stress', 'sfdp', 'tsnet', 'neato', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'sfdp', 'neato', 'twopi', 'random']"
grafo2235,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2237,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2242,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo2247,"['stress', 'random', 'neato', 'twopi', 'sfdp', 'tsnet']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'twopi', 'sfdp', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2249,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo2252,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']"
grafo226,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2260,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2261,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo2267,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo2272,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo2273,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo2277,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2280,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2285,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']"
grafo2294,"['stress', 'random', 'neato', 'twopi', 'tsnet', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'twopi', 'sfdp', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2299,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo2308,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2317,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2318,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2320,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']"
grafo2321,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['sfdp', 'stress', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo2324,"['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2332,"['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo2335,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
