,raw,kk,normalized-stress,minopt,sheppard,sheppardscale,ratios,kruskal
grafo4087,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo409,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'random', 'tsnet']","['sfdp', 'stress', 'twopi', 'neato', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']"
grafo4092,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4099,"['stress', 'tsnet', 'random', 'sfdp', 'twopi', 'neato']","['tsnet', 'stress', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'twopi', 'sfdp', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'twopi', 'sfdp', 'random']"
grafo4107,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['twopi', 'sfdp', 'stress', 'neato', 'random', 'tsnet']","['neato', 'tsnet', 'stress', 'sfdp', 'twopi', 'random']"
grafo4112,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4116,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4130,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo415,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo4151,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4152,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4154,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo4159,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo416,"['stress', 'random', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'random', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo4162,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'tsnet', 'neato', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']",,"['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo4169,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo417,"['stress', 'random', 'neato', 'twopi', 'tsnet', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'twopi', 'sfdp', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']"
grafo4173,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4179,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4181,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4186,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4206,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4247,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4262,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4269,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4282,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo4283,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4285,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4287,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4292,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4299,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4301,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'sfdp', 'stress', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4302,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4314,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4320,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4326,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']"
grafo4333,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4335,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4337,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4341,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4344,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4349,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo435,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo4359,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo436,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo4385,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo4386,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo439,"['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'twopi', 'sfdp', 'tsnet']","['stress', 'random', 'neato', 'twopi', 'tsnet', 'sfdp']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'tsnet', 'random']"
grafo4392,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo4396,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
